,Дата,severstal,aeroflot,gazprom,lukoil,novatek,ozon,rosneft,sber,tatneft,yandex,SU26207RMFS9,SU26227RMFS7,SU26238RMFS4,SU26243RMFS4,SU25085RMFS0,brent,moex,rts,Евро,Доллар США
907,07.05.2020,869.2,74.1,185.85,4839.0,1028.0,,343.0,195.51,544.0,2910.2,,,,,,29.46,2 634,"1 126,48","80,0598","73,9719"
908,06.05.2020,870.6,75.3,187.05,4857.5,1060.0,,336.65,195.7,541.5,2864.0,,,,,,29.72,"2 632,1","1 111,43","79,1189","72,7263"
909,05.05.2020,873.2,75.7,190.0,4975.0,1059.8,,342.5,194.75,551.6,2842.2,,,,,,30.97,"2 653,51","1 133,16","79,1189","72,7263"
910,04.05.2020,871.0,74.4,185.7,4848.5,1030.0,,331.0,193.69,544.9,2828.8,,,,,,27.2,"2 624,64","1 099,42","79,1189","72,7263"
911,30.04.2020,889.6,75.76,190.0,4826.5,1037.2,,335.65,197.25,550.0,2850.8,,,,,,25.27,"2 650,56","1 125,03","80,0488","73,6894"
912,29.04.2020,875.6,76.5,193.87,4897.0,1040.2,,337.95,195.8,558.6,2870.0,,,,,,22.54,"2 663,14","1 144,64","80,7749","74,5706"
913,28.04.2020,870.0,75.44,188.5,4738.5,1034.2,,325.1,192.8,529.8,2754.8,,,,,,20.46,"2 612,24","1 109,6","80,7611","74,4960"
914,27.04.2020,869.0,74.38,186.29,4650.0,993.8,,322.9,188.9,516.7,2715.0,,,,,,19.99,"2 570,91","1 083,68","80,2528","74,7163"
915,24.04.2020,862.4,73.62,185.71,4745.5,973.2,,324.0,188.91,521.9,2621.0,,,,,,21.44,"2 562,03","1 081,32","81,1468","75,1290"
916,23.04.2020,870.0,75.0,188.73,4902.5,976.4,,335.0,190.94,532.2,2640.6,,,,,,21.33,"2 599,41","1 099,67","83,6826","77,0416"
917,22.04.2020,868.6,75.12,188.36,4810.5,981.4,,321.95,190.2,514.4,2655.0,,,,,,20.37,"2 573,41","1 066,01","82,6160","76,2562"
918,21.04.2020,866.0,73.94,181.92,4475.0,955.0,,304.0,186.05,476.7,2659.2,,,,,,19.33,"2 488,02","1 012,15","81,1019","74,6657"
919,20.04.2020,874.2,73.28,185.51,4522.5,971.2,,307.9,189.32,488.4,2736.4,,,,,,25.57,"2 525,97","1 068,32","80,1110","73,9441"
920,17.04.2020,864.6,74.2,184.68,4620.0,957.8,,313.9,191.8,516.4,2630.4,,,,,,28.08,"2 534,97","1 078,69","81,2791","74,7119"
921,16.04.2020,857.4,73.42,184.3,4561.5,938.4,,305.75,188.5,510.4,2637.8,,,,,,27.82,"2 515,05","1 066,91","80,6731","73,7145"
922,15.04.2020,861.2,72.1,184.25,4484.0,952.0,,307.25,186.07,510.6,2588.2,,,,,,27.69,"2 498,94","1 046,88","80,1186","73,3150"
923,14.04.2020,899.0,75.36,190.11,4844.0,1007.2,,330.95,197.37,554.6,2755.6,,,,,,29.6,"2 631,83","1 133,23","80,5387","73,5245"
924,13.04.2020,882.2,76.5,188.07,5040.0,1024.0,,336.7,198.26,587.0,2659.0,,,,,,31.74,"2 628,85","1 124,97","80,7358","73,7515"
925,10.04.2020,900.0,78.8,192.0,5130.0,1062.6,,344.0,201.99,601.4,2701.0,,,,,,,"2 677,86","1 142,07","81,0882","74,6050"
926,09.04.2020,905.0,78.48,193.86,5201.0,1073.0,,353.0,203.61,606.2,2697.2,,,,,,31.48,"2 701,77","1 155,49","82,2341","75,7499"
927,08.04.2020,899.2,77.0,194.11,5140.0,1053.8,,341.5,200.29,598.0,2742.6,,,,,,32.84,"2 670,12","1 114,6","82,0120","75,4550"
928,07.04.2020,888.0,75.82,191.22,5118.0,1038.0,,339.5,197.63,583.6,2668.0,,,,,,31.87,"2 634,74","1 099,76","82,6346","76,4074"
929,06.04.2020,892.8,72.72,191.1,5163.0,1006.2,,343.0,190.7,608.9,2582.0,,,,,,33.05,"2 622,59","1 083,43","85,7389","77,7325"
930,03.04.2020,882.0,69.86,189.77,5204.5,987.0,,345.0,185.64,600.6,2520.0,,,,,,34.11,"2 572,23","1 049,88","85,7389","77,7325"
931,02.04.2020,859.6,68.8,187.04,5050.0,953.0,,340.5,186.95,585.0,2550.8,,,,,,29.94,"2 545,95","1 034,06","85,7389","77,7325"
932,01.04.2020,848.4,68.0,180.06,4674.5,891.0,,321.0,184.78,544.0,2605.8,,,,,,24.74,"2 473,61","987,75","85,7389","77,7325"
933,31.03.2020,866.6,68.38,181.41,4715.0,917.6,,314.35,187.21,552.6,2714.4,,,,,,22.74,"2 508,81","1 014,44","85,7389","77,7325"
934,30.03.2020,843.6,65.48,176.44,4459.0,866.0,,301.0,183.0,521.8,2670.2,,,,,,22.76,"2 433,35","958,54","85,7389","77,7325"
935,27.03.2020,825.4,66.78,174.5,4430.0,869.6,,302.8,180.38,530.0,2597.0,,,,,,24.93,"2 401,11","955,34","85,9648","78,7223"
936,26.03.2020,848.8,70.6,181.5,4700.0,918.2,,316.2,188.07,560.0,2610.0,,,,,,26.34,"2 489,97","1 017,03","84,1485","77,7928"
937,25.03.2020,853.4,72.68,180.2,4590.0,922.2,,304.75,188.08,562.2,2555.8,,,,,,27.45,"2 452,69","981,69","85,4253","78,8493"
938,24.03.2020,843.8,68.42,177.95,4494.0,864.0,,298.5,192.64,561.2,2459.0,,,,,,27.47,"2 415,97","965,32","86,7050","80,8815"
939,23.03.2020,793.6,62.7,168.35,4175.5,806.0,,274.0,183.37,503.8,2299.8,,,,,,27.46,"2 253,35","883,78","84,1552","78,0443"
940,20.03.2020,812.6,64.32,176.26,4472.5,781.8,,287.75,195.69,515.6,2455.2,,,,,,26.98,"2 331,61","924,22","87,2669","80,1570"
941,19.03.2020,812.0,58.62,174.56,4333.0,832.4,,264.4,189.51,455.9,2434.0,,,,,,28.47,"2 275,7","902,63","84,8881","77,2131"
942,18.03.2020,780.0,56.7,166.34,3754.0,715.8,,234.0,174.27,385.0,2318.8,,,,,,24.88,"2 112,64","832,26","82,3056","73,8896"
943,17.03.2020,800.4,64.58,167.0,4168.5,788.4,,249.15,184.01,422.1,2425.0,,,,,,28.62,"2 224,74","934,66","82,7471","74,1262"
944,16.03.2020,818.8,68.68,168.07,4251.0,824.2,,258.5,195.85,442.3,2370.0,,,,,,29.51,"2 266,9","966,93","81,8610","73,1882"
945,13.03.2020,809.6,73.96,166.1,4414.0,806.0,,266.25,198.6,458.7,2470.0,,,,,,34.67,"2 316,38","991,69","83,6584","74,0274"
946,12.03.2020,776.8,71.08,163.73,4511.5,801.0,,277.5,175.91,469.8,2460.0,,,,,,32.66,"2 286,4","966,4","81,0207","71,4720"
947,11.03.2020,824.0,77.82,172.03,4908.0,916.6,,314.05,194.53,527.7,2615.0,,,,,,35.79,"2 492,88","1 086,18","81,8588","72,0208"
948,10.03.2020,829.0,80.2,171.0,4549.0,963.0,,326.5,201.2,530.0,2590.0,,,,,,37.81,"2 498,94","1 094,18","75,8424","67,5175"
949,06.03.2020,808.6,85.08,188.27,5592.0,964.8,,392.95,219.99,658.5,2685.0,,,,,,45.5,"2 719,51","1 257,96","73,6842","66,1854"
950,05.03.2020,830.0,89.54,198.0,5862.5,988.0,,410.6,232.33,696.2,2728.2,,,,,,49.93,"2 816,7","1 323,82","73,7369","66,0784"
951,04.03.2020,827.0,92.6,200.0,5908.5,998.0,,415.95,235.27,695.3,2654.2,,,,,,51.4,"2 828,01","1 348,19","73,9385","66,4437"
952,03.03.2020,820.4,93.84,201.48,5782.0,1007.6,,406.0,236.63,682.7,2723.0,,,,,,51.9,"2 821,37","1 358,03","73,4178","66,3274"
953,02.03.2020,810.6,93.18,198.78,5550.0,997.2,,394.5,228.17,667.9,2721.4,,,,,,52.0486,"2 765,77","1 303,47","73,7235","66,9909"
954,28.02.2020,814.6,92.94,202.65,5699.5,964.8,,403.4,233.36,671.6,2659.8,,,,,,50.52,"2 785,08","1 299,69","71,6458","65,6097"
955,27.02.2020,865.4,100.24,217.5,6000.0,998.4,,422.05,242.88,691.6,2678.2,,,,,,52.18,"2 915,84","1 386,2","71,2439","65,5177"
956,26.02.2020,886.4,108.22,224.76,6256.5,1039.6,,443.7,250.8,724.3,2690.8,,,,,,53.43,"3 017,42","1 461,22","70,4591","64,9213"
957,25.02.2020,890.0,109.8,224.68,6165.0,1048.0,,443.85,245.19,721.4,2681.8,,,,,,54.95,"3 002,68","1 446,11","69,4191","64,3008"
958,21.02.2020,908.0,115.86,232.0,6450.0,1094.2,,461.75,250.8,755.0,2911.8,,,,,,58.2434,"3 106,03","1 524,71","68,7705","63,7413"
959,20.02.2020,915.8,115.96,234.6,6543.5,1106.4,,470.4,250.15,764.1,2988.4,,,,,,59.31,"3 125,1","1 535,81","68,7823","63,6873"
960,19.02.2020,914.0,117.4,231.9,6509.0,1117.0,,465.65,249.7,765.4,2953.0,,,,,,59.12,"3 114,57","1 542,08","69,0882","63,7698"
961,18.02.2020,914.6,117.7,230.5,6378.5,1094.4,,452.2,249.2,750.8,2937.0,,,,,,57.75,"3 074,05","1 515,54","68,6201","63,3085"
962,17.02.2020,924.6,120.3,233.75,6463.0,1092.0,,464.7,251.36,766.1,2983.6,,,,,,,"3 110,06","1 543,25","68,7710","63,4536"
963,14.02.2020,928.0,119.4,232.5,6451.0,1051.4,,460.5,251.75,763.1,3011.0,,,,,,57.32,"3 096,88","1 534,89","69,1795","63,6016"
964,13.02.2020,926.0,119.5,233.55,6470.5,1054.0,,463.0,253.89,763.0,3087.4,,,,,,56.34,"3 110,05","1 543,5","68,7843","63,0470"
965,12.02.2020,938.0,119.52,238.03,6466.0,1050.0,,465.8,254.5,768.2,3037.2,,,,,,55.79,"3 122,27","1 557,44","69,7684","63,9490"
966,11.02.2020,923.4,117.38,233.9,6397.5,1060.0,,454.3,254.5,753.7,3085.0,,,,,,54.01,"3 097,58","1 539,56","69,8226","63,7708"
967,10.02.2020,922.0,118.3,225.2,6410.0,1047.2,,450.0,252.26,741.0,3087.2,,,,,,53.27,"3 062,41","1 503,95","69,6288","63,4720"
968,07.02.2020,935.4,119.62,229.11,6450.5,1072.0,,463.6,254.3,752.0,3103.8,,,,,,54.5036,"3 087,63","1 518,23","69,0837","62,7977"
969,06.02.2020,925.0,118.98,231.38,6506.5,1097.6,,475.6,252.11,762.9,3048.2,,,,,,54.93,"3 096,68","1 539,42","69,7443","63,1742"
970,05.02.2020,923.4,117.46,232.56,6550.5,1153.8,,477.0,255.2,765.3,3008.2,,,,,,55.28,"3 114,25","1 560,48","70,1265","63,4342"
971,04.02.2020,912.4,111.94,230.5,6500.0,1143.6,,480.0,255.4,764.3,2990.0,,,,,,53.96,"3 097,6","1 547,19","70,7921","63,9091"
972,03.02.2020,904.2,109.3,227.64,6594.5,1140.0,,479.95,253.99,751.6,2880.6,,,,,,54.45,"3 070,84","1 521,16","69,5976","63,1385"
973,31.01.2020,911.4,107.4,226.7,6550.5,1155.6,,480.5,252.2,761.0,2873.4,,,,,,56.62,"3 076,65","1 517,07","69,4151","63,0359"
974,30.01.2020,931.0,107.8,231.53,6443.5,1193.6,,481.2,257.31,777.0,2888.0,,,,,,58.29,"3 108,58","1 544,55","68,6764","62,3934"
975,29.01.2020,941.2,108.0,232.0,6633.0,1199.0,,481.7,259.94,780.0,2890.0,,,,,,59.81,"3 128,8","1 570,65","69,2260","62,8299"
976,28.01.2020,938.6,108.8,235.0,6650.0,1168.2,,477.7,257.7,779.0,2799.8,,,,,,59.51,"3 113,1","1 572,23","68,7775","62,3380"
977,27.01.2020,930.0,110.7,230.96,6545.0,1176.6,,468.3,255.32,779.8,2780.0,,,,,,59.32,"3 085,16","1 541,9","68,2924","61,8031"
978,24.01.2020,956.2,114.82,237.95,6620.0,1202.0,,474.0,265.49,795.7,2798.0,,,,,,60.69,"3 146,2","1 599,82","68,6856","61,9515"
979,23.01.2020,962.0,115.5,239.3,6590.0,1212.4,,473.1,263.73,800.0,2820.2,,,,,,62.04,"3 141,2","1 596,11","68,5186","61,8343"
980,22.01.2020,959.2,114.58,248.1,6655.5,1196.8,,478.15,266.54,818.0,2790.0,,,,,,63.21,"3 174,62","1 612,87","68,6222","61,8552"
981,21.01.2020,978.6,113.9,252.99,6708.5,1242.0,,486.15,268.06,825.0,2770.0,,,,,,64.5758,"3 209,22","1 634,32","68,2082","61,4654"
982,20.01.2020,990.6,115.0,253.5,6717.0,1243.0,,484.85,266.28,830.0,2800.0,,,,,,65.2,"3 219,92","1 646,6","68,5358","61,5333"
983,17.01.2020,977.2,110.74,255.39,6685.0,1255.4,,485.15,262.5,809.6,2772.8,,,,,,64.85,"3 196,88","1 637,75","68,6560","61,5694"
984,16.01.2020,963.4,109.86,254.26,6590.0,1264.0,,480.95,257.51,808.9,2719.8,,,,,,64.62,"3 157,23","1 612,72","68,3747","61,4328"
985,15.01.2020,960.2,110.7,251.3,6552.5,1260.0,,474.5,256.31,807.0,2690.0,,,,,,64.0,"3 132,63","1 602,29","68,4213","61,4140"
986,14.01.2020,967.8,108.5,250.0,6520.5,1259.0,,475.5,259.05,811.6,2685.0,,,,,,64.4199,"3 129,77","1 604,96","67,8162","60,9474"
987,13.01.2020,960.2,105.3,251.5,6530.0,1305.6,,481.15,262.4,806.0,2703.4,,,,,,64.2342,"3 151,69","1 619,73","68,0450","61,2632"
988,10.01.2020,937.4,105.04,251.9,6490.0,1306.8,,473.5,258.19,801.0,2725.0,,,,,,65.021,"3 123,66","1 614,69","68,0555","61,2340"
989,09.01.2020,928.2,104.5,254.07,6430.0,1339.4,,460.2,257.99,806.7,2728.4,,,,,,65.3377,"3 118,08","1 601,74","69,3777","61,9057"
990,08.01.2020,927.2,102.88,255.79,6496.5,1325.4,,452.0,259.15,788.0,2677.0,,,,,,64.79,"3 110,06","1 589,08","69,3777","61,9057"
991,06.01.2020,929.0,103.52,256.55,6382.0,1271.0,,455.6,253.9,776.0,2672.0,,,,,,68.91,"3 078,87","1 568,35","69,3777","61,9057"
992,03.01.2020,945.8,103.34,259.0,6294.0,1264.0,,456.9,255.0,776.7,2685.0,,,,,,68.6226,"3 076,37","1 564,18","69,3777","61,9057"
993,23.03.2022,,,,,,,,,,,80.343,86.05,60.113,,,121.6,,,"114,7833","104,0741"
994,22.03.2022,,,,,,,,,,,80.668,86.51,61.49,,,115.48,,,"115,6002","104,6819"
995,21.03.2022,,,,,,,,,,,79.12,85.102,57.102,,,115.62,,,"114,3996","103,9524"
996,18.03.2022,,,,,,,,,,,79.0,78.8,42.65,,,107.93,,,"115,9311","104,8012"
997,17.03.2022,,,,,,,,,,,79.0,78.8,42.65,,,106.64,,,"118,7601","108,0521"
998,16.03.2022,,,,,,,,,,,79.0,78.8,42.65,,,98.02,,,"122,4522","111,4823"
999,15.03.2022,,,,,,,,,,,79.0,78.8,42.65,,,99.91,,,"127,2343","115,1963"
1000,07.03.2022,,,,,,,,,,,103.78,100.12,95.2,,,123.21,,,"115,6212","105,8124"
1001,04.03.2022,,,,,,,,,,,103.78,,,,,118.11,,,"124,0161","111,7564"
1002,07.01.2022,,,,,,,,,,,99.45,,,,,81.75,"3 772,04",,"84,0695","74,2926"
1003,12.06.2023,,,,,,,,,,,,,,,,71.84,,,"89,0057","82,6417"
1004,09.05.2023,,,,,,,,,,,,,,,,77.44,,,"84,9073","76,8207"
1005,01.05.2023,,,,,,,,,,,,,,,,79.31,,,"88,3712","80,5093"
1006,08.03.2023,,,,,,,,,,,,,,,,82.66,,,"80,5496","75,4577"
1007,23.02.2023,,,,,,,,,,,,,,,,82.21,,,"79,5716","74,7087"
1008,04.11.2022,,,,,,,,,,,,,,,,98.57,,,"60,6071","62,0955"
1009,13.06.2022,,,,,,,,,,,,,,,,122.27,,,"60,9656","57,7780"
1010,10.05.2022,,,,,,,,,,,,,,,,101.9,,,"71,0963","67,3843"
1011,09.05.2022,,,,,,,,,,,,,,,,105.94,,,"71,0963","67,3843"
1012,03.05.2022,,,,,,,,,,,,,,,,104.97,,,"74,5589","71,0237"
1013,02.05.2022,,,,,,,,,,,,,,,,107.58,,,"74,5589","71,0237"
1014,14.03.2022,,,,,,,,,,,,,,,,106.9,,,"128,9523","116,7517"
1015,11.03.2022,,,,,,,,,,,,,,,,112.67,,,"132,9581","120,3785"
1016,10.03.2022,,,,,,,,,,,,,,,,109.33,,,"126,4395","116,0847"
1017,09.03.2022,,,,,,,,,,,,,,,,111.14,,,"115,6212","105,8124"
1018,08.03.2022,,,,,,,,,,,,,,,,127.98,,,"115,6212","105,8124"
1019,03.03.2022,,,,,,,,,,,,,,,,110.46,,,"114,5544","103,2487"
1020,02.03.2022,,,,,,,,,,,,,,,,112.93,,,"102,9112","91,7457"
1021,01.03.2022,,,,,,,,,,,,,,,,104.97,,,"104,4772","93,5589"
1022,28.02.2022,,,,,,,,,,,,,,,,97.97,,,"93,5994","83,5485"
1023,23.02.2022,,,,,,,,,,,,,,,,96.84,,,"90,8820","80,4194"
1024,31.12.2021,,,,,,,,,,,,,,,,77.78,,,"84,0695","74,2926"
1025,04.11.2021,,,,,,,,,,,,,,,,80.54,,,"82,8112","71,4876"
1026,03.05.2021,,,,,,,,,,,,,,,,67.56,,,"90,5850","74,8451"
1027,08.03.2021,,,,,,,,,,,,,,,,68.24,,,"88,9334","74,4275"
1028,23.02.2021,,,,,,,,,,,,,,,,65.37,,,"89,6604","73,9833"
1029,07.01.2021,,,,,,,,,,,,,,,,54.57,,,"90,7932","73,8757"
1030,31.12.2020,,,,,,,,,,,,,,,,51.8,,,"90,6824","73,8757"
1031,04.11.2020,,,,,,,,,,,,,,,,41.23,,,"93,3447","80,0006"
1032,01.07.2020,,,,,,,,,,,,,,,,41.91,,,"78,9929","70,4413"
1033,24.06.2020,,,,,,,,,,,,,,,,40.26,,,"77,6832","68,8376"
1034,12.06.2020,,,,,,,,,,,,,,,,38.9,,,"78,5225","69,1219"
1035,11.05.2020,,,,,,,,,,,,,,,,29.63,,,"80,0039","73,8725"
1036,01.05.2020,,,,,,,,,,,,,,,,26.44,,,"79,1189","72,7263"
1037,09.03.2020,,,,,,,,,,,,,,,,33.44,,,"75,8424","67,5175"
1038,24.02.2020,,,,,,,,,,,,,,,,56.3,,,"69,4191","64,3008"
1039,12.01.2020,,,,,,,,,,,,,,,,64.84,,,"68,0450","61,2632"
1040,07.01.2020,,,,,,,,,,,,,,,,68.27,,,"69,3777","61,9057"
1041,05.01.2020,,,,,,,,,,,,,,,,69.4577,,,"69,3777","61,9057"
1042,02.01.2020,,,,,,,,,,,,,,,,66.2512,,,"69,3777","61,9057"
1043,01.01.2020,,,,,,,,,,,,,,,,66.3929,,,"69,3777","61,9057"
1044,04.01.2020,,,,,,,,,,,,,,,,,,,"69,3777","61,9057"
1045,11.01.2020,,,,,,,,,,,,,,,,,,,"68,0450","61,2632"
1046,18.01.2020,,,,,,,,,,,,,,,,,,,"68,5358","61,5333"
1047,19.01.2020,,,,,,,,,,,,,,,,,,,"68,5358","61,5333"
1048,25.01.2020,,,,,,,,,,,,,,,,,,,"68,2924","61,8031"
1049,26.01.2020,,,,,,,,,,,,,,,,,,,"68,2924","61,8031"
1050,01.02.2020,,,,,,,,,,,,,,,,,,,"69,5976","63,1385"
1051,02.02.2020,,,,,,,,,,,,,,,,,,,"69,5976","63,1385"
1052,08.02.2020,,,,,,,,,,,,,,,,,,,"69,6288","63,4720"
1053,09.02.2020,,,,,,,,,,,,,,,,,,,"69,6288","63,4720"
1054,15.02.2020,,,,,,,,,,,,,,,,,,,"68,7710","63,4536"
1055,16.02.2020,,,,,,,,,,,,,,,,,,,"68,7710","63,4536"
1056,22.02.2020,,,,,,,,,,,,,,,,,,,"69,4191","64,3008"
1057,23.02.2020,,,,,,,,,,,,,,,,,,,"69,4191","64,3008"
1058,29.02.2020,,,,,,,,,,,,,,,,,,,"73,7235","66,9909"
1059,01.03.2020,,,,,,,,,,,,,,,,,,,"73,7235","66,9909"
1060,07.03.2020,,,,,,,,,,,,,,,,,,,"75,8424","67,5175"
1061,08.03.2020,,,,,,,,,,,,,,,,,,,"75,8424","67,5175"
1062,14.03.2020,,,,,,,,,,,,,,,,,,,"81,8610","73,1882"
1063,15.03.2020,,,,,,,,,,,,,,,,,,,"81,8610","73,1882"
1064,21.03.2020,,,,,,,,,,,,,,,,,,,"84,1552","78,0443"
1065,22.03.2020,,,,,,,,,,,,,,,,,,,"84,1552","78,0443"
1066,28.03.2020,,,,,,,,,,,,,,,,,,,"85,7389","77,7325"
1067,29.03.2020,,,,,,,,,,,,,,,,,,,"85,7389","77,7325"
1068,04.04.2020,,,,,,,,,,,,,,,,,,,"85,7389","77,7325"
1069,05.04.2020,,,,,,,,,,,,,,,,,,,"85,7389","77,7325"
1070,11.04.2020,,,,,,,,,,,,,,,,,,,"80,7358","73,7515"
1071,12.04.2020,,,,,,,,,,,,,,,,,,,"80,7358","73,7515"
1072,18.04.2020,,,,,,,,,,,,,,,,,,,"80,1110","73,9441"
1073,19.04.2020,,,,,,,,,,,,,,,,,,,"80,1110","73,9441"
1074,25.04.2020,,,,,,,,,,,,,,,,,,,"80,2528","74,7163"
1075,26.04.2020,,,,,,,,,,,,,,,,,,,"80,2528","74,7163"
1076,02.05.2020,,,,,,,,,,,,,,,,,,,"79,1189","72,7263"
1077,03.05.2020,,,,,,,,,,,,,,,,,,,"79,1189","72,7263"
1078,09.05.2020,,,,,,,,,,,,,,,,,,,"80,0039","73,8725"
1079,10.05.2020,,,,,,,,,,,,,,,,,,,"80,0039","73,8725"
1080,16.05.2020,,,,,,,,,,,,,,,,,,,"79,1279","73,2056"
1081,17.05.2020,,,,,,,,,,,,,,,,,,,"79,1279","73,2056"
1082,23.05.2020,,,,,,,,,,,,,,,,,,,"78,4431","71,8804"
1083,24.05.2020,,,,,,,,,,,,,,,,,,,"78,4431","71,8804"
1084,30.05.2020,,,,,,,,,,,,,,,,,,,"78,5489","70,7520"
1085,31.05.2020,,,,,,,,,,,,,,,,,,,"78,5489","70,7520"
1086,06.06.2020,,,,,,,,,,,,,,,,,,,"77,9658","68,6319"
1087,07.06.2020,,,,,,,,,,,,,,,,,,,"77,9658","68,6319"
1088,13.06.2020,,,,,,,,,,,,,,,,,,,"78,5225","69,1219"
1089,14.06.2020,,,,,,,,,,,,,,,,,,,"78,5225","69,1219"
1090,20.06.2020,,,,,,,,,,,,,,,,,,,"78,0047","69,5725"
1091,21.06.2020,,,,,,,,,,,,,,,,,,,"78,0047","69,5725"
1092,27.06.2020,,,,,,,,,,,,,,,,,,,"77,5413","69,1284"
1093,28.06.2020,,,,,,,,,,,,,,,,,,,"77,5413","69,1284"
1094,04.07.2020,,,,,,,,,,,,,,,,,,,"79,2207","70,4999"
1095,05.07.2020,,,,,,,,,,,,,,,,,,,"79,2207","70,4999"
1096,11.07.2020,,,,,,,,,,,,,,,,,,,"80,2689","71,2298"
1097,12.07.2020,,,,,,,,,,,,,,,,,,,"80,2689","71,2298"
1098,18.07.2020,,,,,,,,,,,,,,,,,,,"81,6821","71,7139"
1099,19.07.2020,,,,,,,,,,,,,,,,,,,"81,6821","71,7139"
1100,25.07.2020,,,,,,,,,,,,,,,,,,,"83,1031","71,5974"
1101,26.07.2020,,,,,,,,,,,,,,,,,,,"83,1031","71,5974"
1102,01.08.2020,,,,,,,,,,,,,,,,,,,"87,2889","73,4261"
1103,02.08.2020,,,,,,,,,,,,,,,,,,,"87,2889","73,4261"
1104,08.08.2020,,,,,,,,,,,,,,,,,,,"87,1722","73,6376"
1105,09.08.2020,,,,,,,,,,,,,,,,,,,"87,1722","73,6376"
1106,15.08.2020,,,,,,,,,,,,,,,,,,,"86,4092","73,2157"
1107,16.08.2020,,,,,,,,,,,,,,,,,,,"86,4092","73,2157"
1108,22.08.2020,,,,,,,,,,,,,,,,,,,"87,7343","74,0999"
1109,23.08.2020,,,,,,,,,,,,,,,,,,,"87,7343","74,0999"
1110,29.08.2020,,,,,,,,,,,,,,,,,,,"88,7448","74,6382"
1111,30.08.2020,,,,,,,,,,,,,,,,,,,"88,7448","74,6382"
1112,05.09.2020,,,,,,,,,,,,,,,,,,,"89,0384","75,1823"
1113,06.09.2020,,,,,,,,,,,,,,,,,,,"89,0384","75,1823"
1114,12.09.2020,,,,,,,,,,,,,,,,,,,"88,6768","74,8896"
1115,13.09.2020,,,,,,,,,,,,,,,,,,,"88,6768","74,8896"
1116,19.09.2020,,,,,,,,,,,,,,,,,,,"88,9578","75,0319"
1117,20.09.2020,,,,,,,,,,,,,,,,,,,"88,9578","75,0319"
1118,26.09.2020,,,,,,,,,,,,,,,,,,,"89,6637","76,8195"
1119,27.09.2020,,,,,,,,,,,,,,,,,,,"89,6637","76,8195"
1120,03.10.2020,,,,,,,,,,,,,,,,,,,"91,5779","78,0915"
1121,04.10.2020,,,,,,,,,,,,,,,,,,,"91,5779","78,0915"
1122,10.10.2020,,,,,,,,,,,,,,,,,,,"90,7163","77,0284"
1123,11.10.2020,,,,,,,,,,,,,,,,,,,"90,7163","77,0284"
1124,17.10.2020,,,,,,,,,,,,,,,,,,,"91,3041","77,9644"
1125,18.10.2020,,,,,,,,,,,,,,,,,,,"91,3041","77,9644"
1126,24.10.2020,,,,,,,,,,,,,,,,,,,"90,4142","76,4667"
1127,25.10.2020,,,,,,,,,,,,,,,,,,,"90,4142","76,4667"
1128,31.10.2020,,,,,,,,,,,,,,,,,,,"92,6284","79,3323"
1129,01.11.2020,,,,,,,,,,,,,,,,,,,"92,6284","79,3323"
1130,07.11.2020,,,,,,,,,,,,,,,,,,,"91,3514","77,1875"
1131,08.11.2020,,,,,,,,,,,,,,,,,,,"91,3514","77,1875"
1132,14.11.2020,,,,,,,,,,,,,,,,,,,"91,3222","77,3262"
1133,15.11.2020,,,,,,,,,,,,,,,,,,,"91,3222","77,3262"
1134,21.11.2020,,,,,,,,,,,,,,,,,,,"90,2643","76,0120"
1135,22.11.2020,,,,,,,,,,,,,,,,,,,"90,2643","76,0120"
1136,28.11.2020,,,,,,,,,,,,,,,,,,,"90,4629","75,8599"
1137,29.11.2020,,,,,,,,,,,,,,,,,,,"90,4629","75,8599"
1138,05.12.2020,,,,,,,,,,,,,,,,,,,"90,2618","74,2529"
1139,06.12.2020,,,,,,,,,,,,,,,,,,,"90,2618","74,2529"
1140,12.12.2020,,,,,,,,,,,,,,,,,,,"88,7744","73,1195"
1141,13.12.2020,,,,,,,,,,,,,,,,,,,"88,7744","73,1195"
1142,19.12.2020,,,,,,,,,,,,,,,,,,,"89,8262","73,3155"
1143,20.12.2020,,,,,,,,,,,,,,,,,,,"89,8262","73,3155"
1144,26.12.2020,,,,,,,,,,,,,,,,,,,"89,8749","73,6921"
1145,27.12.2020,,,,,,,,,,,,,,,,,,,"89,8749","73,6921"
1146,01.01.2021,,,,,,,,,,,,,,,,,,,"90,7932","73,8757"
1147,02.01.2021,,,,,,,,,,,,,,,,,,,"90,7932","73,8757"
1148,03.01.2021,,,,,,,,,,,,,,,,,,,"90,7932","73,8757"
1149,09.01.2021,,,,,,,,,,,,,,,,,,,"90,7932","73,8757"
1150,10.01.2021,,,,,,,,,,,,,,,,,,,"90,7932","73,8757"
1151,16.01.2021,,,,,,,,,,,,,,,,,,,"89,2546","73,5453"
1152,17.01.2021,,,,,,,,,,,,,,,,,,,"89,2546","73,5453"
1153,23.01.2021,,,,,,,,,,,,,,,,,,,"90,4087","74,3615"
1154,24.01.2021,,,,,,,,,,,,,,,,,,,"90,4087","74,3615"
1155,30.01.2021,,,,,,,,,,,,,,,,,,,"92,2963","76,2527"
1156,31.01.2021,,,,,,,,,,,,,,,,,,,"92,2963","76,2527"
1157,06.02.2021,,,,,,,,,,,,,,,,,,,"89,8850","75,1107"
1158,07.02.2021,,,,,,,,,,,,,,,,,,,"89,8850","75,1107"
